filename,ssim,psnr,status
EES0429240__X45__Y12.jpg,0.863737,24.043583,ok
EES0429240__X45__Y18.jpg,0.872916,25.174672,ok
EES0429240__X45__Y21.jpg,0.789660,22.774256,ok
EES0429240__X45__Y2A.jpg,0.809066,22.445710,ok
EES0429240__X45__Y2D.jpg,0.821925,22.615622,ok
EES0429240__X45__Y30.jpg,0.876990,25.226497,ok
EES0429240__X48__Y21.jpg,0.941015,32.516078,ok
EES0429240__X48__Y24.jpg,0.908191,26.233816,ok
EES0429243__X0F__Y06.jpg,0.824108,23.291640,ok
EES0429243__X0F__Y2A.jpg,0.851141,25.134182,ok
EES0429243__X12__Y1B.jpg,0.849587,22.746385,ok
EES0429243__X12__Y2D.jpg,0.811332,24.047419,ok
